브랜드명,지점명,시도명,시군구명,주소
투썸플레이스,철원동송점,강원도,철원군,강원도 철원군 동송읍 금학로 242 (새마을금고) 금학로 242
투썸플레이스,수지동천역점,경기도,용인시,"경기도 용인시 수지구 신수로 767 (동천동,분당수지U-TOWER) 에이동 1층 에이 104"
투썸플레이스,광주오치점,광주광역시,북구,광주광역시 북구 설죽로  328 (오치동)
투썸플레이스,철원주상절리점,강원도,철원군,강원 철원군 갈말읍 군탄리 1226-1
투썸플레이스,별내별가람역점,경기도,남양주시,"경기도 남양주시 덕송1로55번길 22 (별내동) 1층,2층"
투썸플레이스,용산트윈시티점,서울특별시,용산구,"서울특별시 용산구 한강대로 366 (동자동,트윈시티남산) 1층"
투썸플레이스,부천중동역점,경기도,부천시,경기도 부천시 부일로 322 (중동) 2층
투썸플레이스,인천원당점,인천광역시,서구,인천 서구 원당대로 866
투썸플레이스,가평점,경기도,가평군,경기 가평군 가평읍 오리나무길 2-1
투썸플레이스,북위례힐스테이트점,경기도,하남시,경기도 하남시 위례학암로14번길 18 (학암동) 1~2층
투썸플레이스,분당오리역점,경기도,성남시,"경기도 성남시 분당구 구미로 8 (구미동) 분당M타워,102호"
투썸플레이스,부천상동행복점,경기도,부천시,"경기도 부천시 상동로 75 (상동,한빛프라자) 103호, 201호"
투썸플레이스,일산벨라시타점,경기도,고양시,경기 고양시 일산동구 강송로 33
투썸플레이스,안동옥동점,경상북도,안동시,경북 안동시 옥서로 49
투썸플레이스,김포장기점,경기도,김포시,경기 김포시 김포한강1로 77-4 1층
투썸플레이스,청주동남점,충청북도,청주시,충청북도 청주시 상당구 중고개로125번길 19 (용암동) 투썸 청주동남점
투썸플레이스,대전법동점,대전광역시,대덕구,대전 대덕구 동춘당로 187
투썸플레이스,서충주신도시점,충청북도,충주시,충북 충주시 중앙탑면 원앙길 8-14
투썸플레이스,익산중앙점,전라북도,익산시,전라북도 익산시 중앙로 28-1 (중앙동3가)
투썸플레이스,신동테크트리점,경기도,수원시,"경기도 수원시 영통구 신원로 55 (신동, 테크트리영통지식산업센터) 1층 투썸플레이스"
투썸플레이스,대구강정보디아크점,대구광역시,달성군,대구광역시 달성군 다사읍 강정본길 57 (강정보통합관리센터) 3층
투썸플레이스,제주모슬포점,제주특별자치도,서귀포시,제주 서귀포시 대정읍 최남단해안로 44
투썸플레이스,종로3가역점,서울특별시,종로구,서울 종로구 수표로 106
투썸플레이스,보통리점,경기도,화성시,경기도 화성시 정남면 보통내길 140 1~2층
투썸플레이스,순화타워점,서울특별시,중구,"서울특별시 중구 세종대로7길 43 (순화동, 순화타워) 43 순화타워 1층"
투썸플레이스,평택법원점,경기도,평택시,경기도 평택시 평남로 1010 (동삭동) 1층
투썸플레이스,장유율하동뫼산점,경상남도,김해시,경상남도 김해시 율하숲길 7
투썸플레이스,인천스퀘어원점,인천광역시,연수구,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원) 3층"
투썸플레이스,광주신가점,광주광역시,광산구,광주 광산구 신가동 1036-6번지
투썸플레이스,북대전IC점,대전광역시,유성구,대전 유성구 관평동 579번지
투썸플레이스,여의도광복회관점,서울특별시,영등포구,서울특별시 영등포구 국회대로62길 15 (여의도동) 광복회관 1층
투썸플레이스,판교만도점,경기도,성남시,경기도 성남시 분당구 판교로255번길 21 (삼평동) 1층
투썸플레이스,거제고현점,경상남도,거제시,경상남도 거제시 거제중앙로29길 6 (고현동) 1층 투썸플레이스 거제고현점
투썸플레이스,광주하남3지구점,광주광역시,광산구,"광주광역시 광산구 하남대로 33 (하남동, 씨앤디빌딩) 1-2층"
투썸플레이스,포항상도자이점,경상북도,포항시,경상북도 포항시 남구 상도동 700
투썸플레이스,남양주덕소점,경기도,남양주시,경기도 남양주시 와부읍 월문천로 115 1층
투썸플레이스,부산용호메트로시티점,부산광역시,남구,부산 남구 용호로 54번길 10
투썸플레이스,제천CGV점,충청북도,제천시,충청북도 제천시 장평천로 27-13 13호~19호
투썸플레이스,송파장지역점,서울특별시,송파구,"서울 송파구 충민로 66, B1"
투썸플레이스,인천도화힐스테이트점,인천광역시,미추홀구,"인천광역시 미추홀구 염전로168번길 15 (도화동) 110,111,112,113,114호"
투썸플레이스,과천힐스테이트중앙점,경기도,과천시,경기 과천시 중앙동 38
투썸플레이스,부산연산점,부산광역시,연제구,"부산광역시 연제구 반송로 30 (연산동,석산빌딩)"
투썸플레이스,하양광장메디컬점,경상북도,경산시,경상북도 경산시 하양읍 서사도리9로 27 107호(광장메디컬타워)
투썸플레이스,광주대점,광주광역시,남구,광주광역시 남구 효덕로   298 (진월동)
투썸플레이스,중곡대원외고점,서울특별시,광진구,서울 광진구 중곡동 28-6
투썸플레이스,문경영신강변점,경상북도,문경시,경상북도 문경시 영신로 102 (영신동) 1~2층
투썸플레이스,광주수완대로DT점,광주광역시,광산구,광주 광산구 도천동 275-10
투썸플레이스,강진아트홀점,전라남도,강진군,전라남도 강진군 강진읍 보은로2길  14
투썸플레이스,인천송도센트럴파크점,인천광역시,연수구,인천 연수구 센트럴로 194
투썸플레이스,삼척조각공원점,강원도,삼척시,"강원도 삼척시 새천년도로 333 (교동, 씨다이닝) 1~2층"
투썸플레이스,청계산입구역점,서울특별시,서초구,"서울특별시 서초구 청계산로 201(신원동,서초포레지움) 103호~105호"
투썸플레이스,아산시청문화공원점,충청남도,아산시,충남 아산시 온천동 1200번지
투썸플레이스,부산온천SK점,부산광역시,동래구,"부산광역시 동래구 온천장로 65번길 9 (동래3차 SK뷰 상가) 112,113,114,115"
투썸플레이스,안산사동점,경기도,안산시,경기 안산시 상록구 사동 1431-10
투썸플레이스,제주대병원점,제주특별자치도,제주시,"제주특별자치도 제주시 아란13길 10 (아라일동) 1,2층"
투썸플레이스,대구매천시장역점,대구광역시,북구,"대구광역시 북구 매전로4길 32 (매천동, 한신더휴웨스턴팰리스) 405동 509,510,511호"
투썸플레이스,수원성균관대점,경기도,수원시,"경기 수원시 장안구 율전동 408-8 1층,2층"
투썸플레이스,가산로데오점,서울특별시,금천구,서울 금천구 벚꽃로 254
투썸플레이스,진천터미널점,충청북도,진천군,충북 진천군 진천읍 중앙북1길 3
투썸플레이스,진주경상대점,경상남도,진주시,경상남도 진주시 진주대로 504 (가좌동)
투썸플레이스,대구월광수변공원점,대구광역시,달서구,대구광역시 달서구 월곡로 14 (도원동) 1층 전체
투썸플레이스,김포구래역점,경기도,김포시,경기도 김포시 김포한강7로 93
투썸플레이스,미아테라스파크점,서울특별시,강북구,서울 강북구 삼양로 27길 43 위브테라스파크
투썸플레이스,대구달성군청점,대구광역시,달성군,"대구광역시 달성군 논공읍 비슬로 1880 1,2층"
투썸플레이스,두타몰점,서울특별시,중구,"서울특별시 중구 장충단로 275 (을지로6가, 두산타워빌딩) 두타몰 4층"
투썸플레이스,화성봉담2지구점,경기도,화성시,"경기도 화성시 봉담읍 상리중심상가길 6-4 107호, 204호"
투썸플레이스,서대전역점,대전광역시,중구,대전광역시 중구 오류로 13-10 (오류동) 서대전역코아루써밋 102호~105호
투썸플레이스,청도산성강변점,경상북도,청도군,경상북도 청도군 화양읍 산성강변길 472 투썸플레이스
투썸플레이스,산본학원가점,경기도,군포시,경기 군포시 산본동 1099-1
투썸플레이스,대전오룡역점,대전광역시,중구,대전광역시 중구 계룡로 814 (오류동) 투썸플레이스
투썸플레이스,인천송현점,인천광역시,동구,인천광역시 동구 수문통로 47 (송현동) 1층
투썸플레이스,안산선부점,경기도,안산시,경기 안산시 단원구 선부광장1로 84
투썸플레이스,고덕점,서울특별시,강동구,서울 강동구 명일동 48-16 한양빌딩
투썸플레이스,산본역점,경기도,군포시,경기 군포시 산본로323번길 27
투썸플레이스,속초서희더베이점,강원도,속초시,강원도 속초시 동해대로 3958 (조양동) 1층~2층
투썸플레이스,전주삼천점,전라북도,전주시,전북 전주시 완산구 강변로 68
투썸플레이스,광주매곡점,광주광역시,북구,"광주광역시 북구 하백로6번길 12 (매곡동,대광로제비앙) 1층"
투썸플레이스,국군수도병원점,경기도,성남시,"경기 성남시 분당구 율동 222, 국군수도병원"
투썸플레이스,이태원점,서울특별시,용산구,서울특별시 용산구 이태원로 167 (이태원동)
투썸플레이스,용답역점,서울특별시,성동구,서울시 성동구 용답길 85
투썸플레이스,담양담빛호수점,전라남도,담양군,전라남도 담양군 담양읍 담빛리 574번지
투썸플레이스,고흥터미널점,전라남도,고흥군,전라남도 고흥군 고흥읍 터미널길 13 106~107호
투썸플레이스,대구신서이노밸리점,대구광역시,동구,대구 동구 경안로 847
투썸플레이스,방이한양건설점,서울특별시,송파구,서울특별시 송파구 백제고분로50길 7 한양건설
투썸플레이스,시흥신천점,경기도,시흥시,"경기도 시흥시 신천로 94 (신천동) B동 112호, 113호"
투썸플레이스,군산미룡점,전라북도,군산시,전북 군산시 미룡동 868-1번지
투썸플레이스,신갈오거리점,경기도,용인시,경기도 용인시 기흥구 신갈로 60 (신갈동)
투썸플레이스,대구상동팔래스점,대구광역시,수성구,"대구광역시 수성구 수성로 128 (상동) 1,2층"
투썸플레이스,발산역사거리점,서울특별시,강서구,서울특별시 강서구 공항대로 290 (내발산동) 신우빌딩 B동 1층 105호
투썸플레이스,고양관산점,경기도,고양시,경기도 고양시 덕양구 통일로 757 (관산동) 2층
투썸플레이스,인천서창점,인천광역시,남동구,인천 남동구 서창남순환로216번길 30
투썸플레이스,대전신성점,대전광역시,유성구,대전 유성구 가정로 93 (신성동)
투썸플레이스,인천산곡역점,인천광역시,부평구,"인천광역시 부평구 길주로364번길 9 (산곡동, 부평IPARK) 101동 119, 120, 121호"
투썸플레이스,대전월평본점,대전광역시,서구,대전 서구 월평중로 22
투썸플레이스,평택센트럴자이점,경기도,평택시,경기도 평택시 동삭로 370-16 (동삭동) 1~2층
투썸플레이스,가산대륭18차점,서울특별시,금천구,서울 금천구 가산디지털1로 19
투썸플레이스,여주월송점,경기도,여주시,경기도 여주시 월평로 61-6 1층1 (월송동) 투썸플레이스
투썸플레이스,서대문홍은점,서울특별시,서대문구,서울특별시 서대문구 가좌로 143  1층(홍은동)
투썸플레이스,순천순광로DT점,전라남도,순천시,"전라남도 순천시 순광로 188 (조례동, 현대스틸하우징)"
투썸플레이스,공주동학사점,충청남도,공주시,충남 공주시 반포면 학봉리 716-1
투썸플레이스,여수신기점,전라남도,여수시,전남 여수시 신기동 11번지 101~102호
투썸플레이스,울산유곡점,울산광역시,중구,울산 중구 종가2길 2-11
투썸플레이스,포이DI점,서울특별시,서초구,서울 서초구 양재동 263-5
투썸플레이스,공덕풍림빌딩점,서울특별시,마포구,"서울특별시 마포구 마포대로 127 (공덕동,풍림브이아이피텔) 1층"
투썸플레이스,수원매교역점,경기도,수원시,경기 수원시 권선구 세류동 97-63 1층
투썸플레이스,춘천퇴계점,강원도,춘천시,"강원 춘천시 안마산로 199,1층 105호(퇴계동)"
투썸플레이스,군위서부네거리점,경상북도,군위군,경상북도 군위군 군위읍 도군로 2708 1층
투썸플레이스,거진농협현내점,강원도,고성군,강원도 고성군 현내면 한나루로 131 (거진농협현내지점) 2층 투썸플레이스
투썸플레이스,돌곶이역점,서울특별시,성북구,서울특별시 성북구 화랑로 237 (장위동) 1층
투썸플레이스,대흥역점,서울특별시,마포구,"서울특별시 마포구 백범로 116 (염리동, 동무마포타워) 1층"
투썸플레이스,대전도룡점,대전광역시,유성구,대전 유성구 도룡동 394-1
투썸플레이스,춘천강원대학교두리관점,강원도,춘천시,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) 두리관 1층"
투썸플레이스,별내송산로점,경기도,남양주시,경기도 남양주시 송산로 254 (별내동) 1층2층
투썸플레이스,나주호수공원점,전라남도,나주시,전남 나주시 중야2길 14 (빛가람동)
투썸플레이스,대구침산점,대구광역시,북구,대구 북구 옥산로17길 47
투썸플레이스,홍천연봉점,강원도,홍천군,강원도 홍천군 홍천읍 연봉로6길 2 홍천농협
투썸플레이스,수원천천점,경기도,수원시,경기 수원시 장안구 만석로 19번길 29
투썸플레이스,남양주별내역점,경기도,남양주시,경기도 남양주시 별내1로 6 (별내동) 1층
투썸플레이스,철원와수점,강원도,철원군,강원 철원군 와수리 1153-14
투썸플레이스,포천고모호수점,경기도,포천시,경기도 포천시 소흘읍 죽엽산로 438 고모리 663-2
투썸플레이스,대구원대오거리점,대구광역시,북구,대구광역시 북구 옥산로 1 (노원동1가) 1층
투썸플레이스,강서화곡로점,서울특별시,강서구,"서울특별시 강서구 화곡로 228 (화곡동, 대원빌딩) 2층"
투썸플레이스,창원경상대병원점,경상남도,창원시,경남 창원시 성산구 삼정자로 7
투썸플레이스,송파방이역점,서울특별시,송파구,서울 송파구 방이동 201-4 1층
투썸플레이스,서동탄역점,경기도,화성시,경기 화성시 남여울3길 3
투썸플레이스,나주예가람타워점,전라남도,나주시,전라남도 나주시 상야1길 7 (빛가람동) 1-2층
투썸플레이스,이천온천사거리점,경기도,이천시,경기 이천시 애련정로 99
투썸플레이스,판교대장점,경기도,성남시,경기 성남시 분당구 대장동 229-1
투썸플레이스,강북구청점,서울특별시,강북구,"서울특별시 강북구 한천로 1035 (수유동, 우성빌딩) 1층"
투썸플레이스,충북혁신중앙점,충청북도,음성군,충북 음성군 맹동면 장성로 107
투썸플레이스,대전비래점,대전광역시,대덕구,대전광역시 대덕구 비래동로 7 (비래동) 투썸플레이스
투썸플레이스,수원송죽점,경기도,수원시,"경기도 수원시 장안구 송원로 25 (송죽동,송죽노래방) 1,2층 투썸플레이스 수원송죽점"
투썸플레이스,송도닥터플러스몰점,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로230번길 54 (송도동) 1,2층"
투썸플레이스,의정부호원점,경기도,의정부시,경기도 의정부시 평화로 239 (호원동) 105호~108호
투썸플레이스,광명G타워점,경기도,광명시,경기 광명시 소하동 1344
투썸플레이스,금호하이리버점,서울특별시,성동구,"서울특별시 성동구 금호로 105 (금호동2가,래미안하이리버 상가동) 지하 3층"
투썸플레이스,대구가톨릭병원대로점,대구광역시,남구,대구광역시 남구 두류공원로 102 (대명동) 1층
투썸플레이스,안산부곡점,경기도,안산시,경기 안산시 상록구 부곡동 672-12
투썸플레이스,평택소사벌점,경기도,평택시,경기 평택시 비전5로 20-45
투썸플레이스,분당서현점,경기도,성남시,경기도 성남시 분당구 황새울로342번길 15 은성빌딩 1층
투썸플레이스,미사호수공원점,경기도,하남시,"경기도 하남시 미사강변중앙로 223 (망월동,센트럴파크1) 1-2층"
투썸플레이스,구미신평점,경상북도,구미시,"경북 구미시 구미대로 409, 1층 109호"
투썸플레이스,부산명지옛터공원점,부산광역시,강서구,부산광역시 강서구 명지국제13로가길 18-1 (명지동) 1층
투썸플레이스,예술의전당점,서울특별시,서초구,서울 서초구 반포대로 34
투썸플레이스,부산망미연수로점,부산광역시,수영구,부산 수영구 망미동 960-10
투썸플레이스,신논현점,서울특별시,강남구,서울시 강남구 봉은사로 125 1층
투썸플레이스,연천전곡점,경기도,연천군,경기도 연천군 전곡읍 전곡로 185 (은대리) 1층
투썸플레이스,신월ICDI점,서울특별시,양천구,서울특별시 양천구 남부순환로 424 (신월동) 투썸플레이스 신월IC DI점
투썸플레이스,동탄라스플로레스점,경기도,화성시,"경기도 화성시 동탄대로 537, 1층 1029.1030.1031호"
투썸플레이스,석촌역점,서울특별시,송파구,"서울특별시 송파구 송파대로 437 (석촌동, 덕일빌딩) 1, 2층"
투썸플레이스,부천중동시장점,경기도,부천시,"경기도 부천시 부흥로 181 (중동, 세민메가트랜스) 108, 109호"
투썸플레이스,속초외옹치점,강원도,속초시,강원도 속초시 해오름로 67 (대포동) 2~3층
투썸플레이스,원주소금산그랜드밸리점,강원도,원주시,강원 원주시 지정면 간현리 1108-18
투썸플레이스,대구두류공원점,대구광역시,달서구,대구광역시 달서구 두류공원로 242 (두류동) 1층 투썸플레이스
투썸플레이스,인천주안역북부점,인천광역시,미추홀구,"인천광역시 미추홀구 석정로 433 (주안동, 영일빌딩) 101호"
투썸플레이스,제주이도점,제주특별자치도,제주시,"제주특별자치도 제주시 중앙로 286 1층 (이도이동, 김기수안과빌딩)"
투썸플레이스,서대문역바비엥점,서울특별시,중구,"서울특별시 중구 통일로 114 (의주로1가,바비엥-2) 1층"
투썸플레이스,부평남부역점,인천광역시,부평구,인천 부평구 경인로 946
투썸플레이스,북수원정자타운점,경기도,수원시,경기 수원시 장안구 정자동 878-2
투썸플레이스,광주각화점,광주광역시,북구,광주 북구 각화동 505-17번지
투썸플레이스,전주혁신도시점,전라북도,완주군,전라북도 완주군 이서면 기지로 43 (갈산리) 1층 투썸플레이스 전주혁신도시점
투썸플레이스,광양이순신대교점,전라남도,광양시,전남 광양시 중동 1805~ 1892 (중동 1891-3)
투썸플레이스,충주성서점,충청북도,충주시,충청북도 충주시 성서7길 17 (성서동) 투썸플레이스 충주성서점
투썸플레이스,김포디원시티시그니처점,경기도,김포시,"경기도 김포시 김포한강10로133번길 107 (구래동, 디원시티시그니처) 120~123호"
투썸플레이스,인천계양점,인천광역시,계양구,"인천광역시 계양구 오조산공원로 22 (용종동, 계양프라자)"
투썸플레이스,양천향교역점,서울특별시,강서구,서울특별시 강서구 강서로 460 1층
투썸플레이스,대구테크노중앙로점,대구광역시,달성군,"대구광역시 달성군 유가읍 테크노중앙대로 254 (봉리,하이젠스타) 투썸대구테크노중앙로"
투썸플레이스,당진CGV점,충청남도,당진시,충청남도 당진시 북문로1길 35-16 (읍내동) 1층
투썸플레이스,대전죽동점,대전광역시,유성구,대전광역시 유성구 죽동로297번길 22 (죽동) 1층
투썸플레이스,송파개롱역점,서울특별시,송파구,서울특별시 송파구 동남로 236 (가락동) 1층
투썸플레이스,송파헬리오시티점,서울특별시,송파구,서울특별시 송파구 가락로 78 (석촌동) 더시티프라자 1층
투썸플레이스,아산탕정점,충청남도,아산시,충남 아산시 탕정면 탕정면로 8 트라빌딩 1층
투썸플레이스,대웅제약사옥점,서울특별시,강남구,"서울특별시 강남구 봉은사로 644 (삼성동, 대웅제약빌딩) 1층"
투썸플레이스,대전목동더샵리슈빌점,대전광역시,중구,대전광역시 중구 선화서로 118 (선화동) 투썸플레이스
투썸플레이스,춘천KBS사거리점,강원도,춘천시,강원도 춘천시 퇴계로 9 (퇴계동) 1층
투썸플레이스,인천삼산사거리점,인천광역시,부평구,"인천광역시 부평구 평천로 398 (삼산동, 에스엠 메디칼 프라자) 103, 104, 105호"
투썸플레이스,세종해밀점,세종특별자치시,세종특별자치시,"세종특별자치시 해밀3로 43 (해밀동, 스카이드림) 스카이드림 1층"
투썸플레이스,인천구월아시아드점,인천광역시,남동구,"인천광역시 남동구 선수촌공원로 36 (구월동,더블루시티) 1층"
투썸플레이스,인천구월예술로점,인천광역시,남동구,"인천광역시 남동구 예술로140번길 33 (구월동, 화성빌딩) 101호"
투썸플레이스,고양지축점,경기도,고양시,경기 고양시 덕양구 지축동 오부자로 42
투썸플레이스,파주운정가람점,경기도,파주시,경기도 파주시 가람로 39 102~106호
투썸플레이스,완주삼례점,전라북도,완주군,전라북도 완주군 삼례읍 삼례로 382 1층
투썸플레이스,여수소호동동다리점,전라남도,여수시,"전라남도 여수시 소호로 490 (소호동) 1,2층"
투썸플레이스,안양국제나은병원점,경기도,안양시,경기 안양시 만안구 안양동 456-1
투썸플레이스,장유대청점,경상남도,김해시,경남 김해시 계동로 217
투썸플레이스,영등포로터리점,서울특별시,영등포구,서울특별시 영등포구 경인로 900
투썸플레이스,송탄출장소점,경기도,평택시,"경기도 평택시 관광특구로 36 (서정동, 송탄빌딩) 1층"
투썸플레이스,장유푸드타운점,경상남도,김해시,경상남도 김해시 월산로 162 (부곡동) 네오푸드상가 내
투썸플레이스,마포공덕점,서울특별시,마포구,서울 마포구 마포대로 156
투썸플레이스,오산세마역점,경기도,오산시,경기도 오산시 세마역로41번길 58
투썸플레이스,파인애비뉴점,서울특별시,중구,서울 중구 을지로100
투썸플레이스,부산반여점,부산광역시,해운대구,부산 해운대구 선수촌로 103-8
투썸플레이스,안양석수점,경기도,안양시,경기도 안양시 만안구 충훈로 70
투썸플레이스,남양주마석역점,경기도,남양주시,"경기도 남양주시 화도읍 마석중앙로 120, 102호"
투썸플레이스,인천청라홈플러스점,인천광역시,서구,"인천 서구 중봉대로 587, 2층"
투썸플레이스,대전관저네거리점,대전광역시,서구,대전광역시 서구 관저북로13번길 23-24
투썸플레이스,홈플러스작전점,인천광역시,계양구,"인천광역시 계양구 계양대로 27 (작전동, HOMEPLUS작전점) 1층 투썸플레이스"
투썸플레이스,속초엑스포점,강원도,속초시,강원도 속초시 엑스포로1길 31 (조양동)
투썸플레이스,제주아라점,제주특별자치도,제주시,제주 제주시 아라일동 6134-2번지
투썸플레이스,양주백석점,경기도,양주시,경기도 양주시 백석읍 호명로 76 1~2층
투썸플레이스,이천창전점,경기도,이천시,"경기 이천시 영창로173번길 1, B동"
투썸플레이스,인천완정점,인천광역시,서구,인천광역시 서구 청마로19번길 20 (당하동) 1층
투썸플레이스,송도지식정보단지역점,인천광역시,연수구,인천 연수구 인천타워대로54번길 3
투썸플레이스,야탑NC점,경기도,성남시,"경기도 성남시 분당구 야탑로75번길 9 (야탑동, 금호프라자) 102호"
투썸플레이스,노원하계1동점,서울특별시,노원구,"서울특별시 노원구 노원로 238 (하계동) 1층 4호,5호"
투썸플레이스,대전관평하이츠점,대전광역시,유성구,대전 유성구 관평동 1354번지
투썸플레이스,마포역점,서울특별시,마포구,서울 마포구 마포대로 44
투썸플레이스,판교파미어스몰점,경기도,성남시,경기 성남시 수정구 시흥동 288-2
투썸플레이스,원주단계봉화산점,강원도,원주시,강원도 원주시 서원대로 54 (단계동) 1~2층
투썸플레이스,수원고등점,경기도,수원시,경기 수원시 팔달구 고등동 141-17 코압빌딩 1층
투썸플레이스,강동길동역점,서울특별시,강동구,"서울특별시 강동구 양재대로 1461 (길동, SCMEDITOWER) 1층"
투썸플레이스,여수성산공원점,전라남도,여수시,"전라남도 여수시 성산로 42 (화장동) 1,2층"
투썸플레이스,사당역로데오점,서울특별시,서초구,서울 서초구 방배동 450-25
투썸플레이스,연신내엘피스점,서울특별시,은평구,"서울특별시 은평구 통일로 829 (대조동, 연신엘피스) 1, 2층"
투썸플레이스,등촌역점,서울특별시,강서구,"서울특별시 강서구 공항대로 519 (등촌동,신성빌딩) 1층"
투썸플레이스,천안안서점,충청남도,천안시,"충청남도 천안시 동남구 망향로 195 (안서동,유니온빌딩) 1층 투썸플레이스"
투썸플레이스,안양엔터식스점,경기도,안양시,"경기도 안양시 만안구 만안로 244, 엔터식스 2층(안양동)"
투썸플레이스,대전대동오거리점,대전광역시,동구,대전 동구 계족로 156
투썸플레이스,구리인창점,경기도,구리시,"경기도 구리시 건원대로 67 (인창동, 한진빌딩) 1층 투썸플레이스"
투썸플레이스,광양덕례점,전라남도,광양시,전라남도 광양시 광양읍 인덕로 922 (덕례리 340-2)
투썸플레이스,송도동북아무역센터점,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로 165 (송도동,포스코타워-송도) 1층"
투썸플레이스,홍제삼거리점,서울특별시,서대문구,"서울특별시 서대문구 통일로 397 (홍제동, 인왕산 한신휴플러스) B403~B408호"
투썸플레이스,천안목천점,충청남도,천안시,충남 천안시 동남구 목천읍 신계리 342-4
투썸플레이스,일산백마점,경기도,고양시,경기도 고양시 일산동구 일산로 200 (마두동) 1층
투썸플레이스,구로역점,서울특별시,구로구,"서울특별시 구로구 새말로 19 (구로동, 정윤빌딩) 1층"
투썸플레이스,인천독정이삼거리점,인천광역시,미추홀구,인천광역시 미추홀구 독정이로 3 (용현동) 용현동 490-136
투썸플레이스,강서등촌3동점,서울특별시,강서구,"서울특별시 강서구 공항대로41길 34 (등촌동, 플러스존) 102호"
투썸플레이스,미사역점,경기도,하남시,"경기도 하남시 미사강변남로 99 (망월동, 더오페라2) 1층 120호-125호"
투썸플레이스,순천신대점,전라남도,순천시,전라남도 순천시 해룡면 신대3길 2 (신대리) 1층
투썸플레이스,기장일광해변점,부산광역시,기장군,부산 기장군 일광면 기장해안로 1290
투썸플레이스,인천가좌점,인천광역시,서구,인천 서구 건지로 375
투썸플레이스,부산동래래미안점,부산광역시,동래구,부산광역시 동래구 금강로8번길84(온천동) 1층 부산시 동래구 온천동 1402-3
투썸플레이스,금정디싸이트점,경기도,군포시,경기 군포시 금정동 726-1
투썸플레이스,방배이수점,서울특별시,서초구,서울 서초구 방배동 1545
투썸플레이스,보령시청점,충청남도,보령시,충남 보령시 명천동 1211
투썸플레이스,구미인동점,경상북도,구미시,경상북도 구미시 인동가산로 24 (진평동) 1~2층
투썸플레이스,대전대흥센텀시티점,대전광역시,중구,대전 중구 대흥동 219-1번지 센텀시티 110호~112호
투썸플레이스,수원연무점,경기도,수원시,경기도 수원시 장안구 창룡대로 175 (연무동) 1층
투썸플레이스,포항영일대점,경상북도,포항시,경상북도 포항시 북구 해안로 93 (두호동)
투썸플레이스,대구동천점,대구광역시,북구,대구광역시 북구 동천로 133 (동천동) 대성시티프라자 203호
투썸플레이스,고양향동점,경기도,고양시,경기도 고양시 덕양구 꽃내음1길 180 (향동동)
투썸플레이스,의정부낙양점,경기도,의정부시,경기도 의정부시 민락로 388 (낙양동) 삼도플라자 101호
투썸플레이스,이수역사거리점,서울특별시,서초구,"서울특별시 서초구 서초대로 2 (방배동, 이수파이브) 1, 2층"
투썸플레이스,영주풍기소백로점,경상북도,영주시,경북 영주시 풍기읍 동부리 191-1
투썸플레이스,인천석바위시장역점,인천광역시,남구,인천 남구 주안동 1542-7
투썸플레이스,진천혁신도시점,충청북도,진천군,"충북 진천군 덕산면 두촌리 2464, G-place 진천2 101호~105호"
투썸플레이스,춘천강원대학교병원점,강원도,춘천시,"강원도 춘천시 백령로 156 (효자동, 강원대학교병원) 본관1층"
투썸플레이스,광명중앙대병원점,경기도,광명시,경기도 광명시 일직동 501-4 광명역엠클러스터 B131
투썸플레이스,광주계림스테이션점,광주광역시,동구,광주광역시 동구 무등로 405 (계림동) 1층
투썸플레이스,춘천한림대점,강원도,춘천시,강원 춘천시 교동 156-3 1층
투썸플레이스,아산탕정신도시점,충청남도,아산시,충청남도 아산시 탕정면 매곡한들10길 6 1층 투썸플레이스
투썸플레이스,천안신불당SK점,충청남도,천안시,충남 천안시 서북구 불당 19로 92
투썸플레이스,부산주례역점,부산광역시,사상구,부산 사상구 가야대로 300-0(주례동)
투썸플레이스,대전가수원대로DT점,대전광역시,서구,대전 서구 가수원동 186-4
투썸플레이스,별내청학점,경기도,남양주시,"경기도 남양주시 별내면 청학로54번길 81 (좋은집) 1층,2층"
투썸플레이스,일산문촌점,경기도,고양시,"경기도 고양시 일산서구 중앙로 1456 (주엽동, 서현프라자) 101호"
투썸플레이스,부여궁남점,충청남도,부여군,충청남도 부여군 부여읍 사비로 2 (동남리) 투썸플레이스
투썸플레이스,통영루지점,경상남도,통영시,경상남도 통영시 도남동 490-7번지
투썸플레이스,인천청라중앙점,인천광역시,서구,"인천광역시 서구 청라커낼로288번길 10 (청라동,더스페이스타워) 106호"
투썸플레이스,양주옥정점,경기도,양주시,경기도 양주시 회천남로 88 엠타워 2층
투썸플레이스,충남내포청사점,충청남도,예산군,"충청남도 예산군 삽교읍 청사로 190 (목리,내포에드가오피스텔2차) 1층"
투썸플레이스,계룡DT점,충청남도,계룡시,충남 계룡시 엄사면 엄사리 25-1
투썸플레이스,부산화명코오롱점,부산광역시,북구,"부산광역시 북구 금곡대로285번길 22 (화명동, 월드타워) 103호"
투썸플레이스,대전유성봉명점,대전광역시,유성구,대전 유성구 봉명동 611-6
투썸플레이스,마포노고산점,서울특별시,마포구,서울특별시 마포구 신촌로 128 (노고산동) 적암빌딩 1층
